"","title","tags"
"14729","A smart loan for people with no credit history (yet)","invention"
"14730","A smart loan for people with no credit history (yet)","microfinance"
"14731","A smart loan for people with no credit history (yet)","mobility"
"14732","A smart loan for people with no credit history (yet)","money"
"14733","A smart loan for people with no credit history (yet)","potential"
"14734","A smart loan for people with no credit history (yet)","society"
"14735","A smart loan for people with no credit history (yet)","technology"
"14736","Insightful human portraits made from data","Internet"
"14737","Insightful human portraits made from data","algorithm"
"14738","Insightful human portraits made from data","art"
"14739","Insightful human portraits made from data","composing"
"14740","Insightful human portraits made from data","computers"
"14741","Insightful human portraits made from data","creativity"
"14742","Insightful human portraits made from data","culture"
"14743","Insightful human portraits made from data","data"
"14744","Insightful human portraits made from data","identity"
"14745","Insightful human portraits made from data","illusion"
"14746","Insightful human portraits made from data","map"
"14747","Insightful human portraits made from data","media"
"14748","Insightful human portraits made from data","performanceart"
"14749","Insightful human portraits made from data","society"
"14750","Insightful human portraits made from data","software"
"14751","Insightful human portraits made from data","time"
"14752","Insightful human portraits made from data","visualizations"
"14753","Why I put myself in danger to tell the stories of Gaza","choice"
"14754","Why I put myself in danger to tell the stories of Gaza","communication"
"14755","Why I put myself in danger to tell the stories of Gaza","fear"
"14756","Why I put myself in danger to tell the stories of Gaza","film"
"14757","Why I put myself in danger to tell the stories of Gaza","journalism"
"14758","Why I put myself in danger to tell the stories of Gaza","media"
"14759","Why I put myself in danger to tell the stories of Gaza","poverty"
"14760","Why I put myself in danger to tell the stories of Gaza","security"
"14761","Why I put myself in danger to tell the stories of Gaza","violence"
"14762","Why I put myself in danger to tell the stories of Gaza","war"
"14763","Why I put myself in danger to tell the stories of Gaza","women"
"14764","A provocative way to finance the fight against climate change","bigproblems"
"14765","A provocative way to finance the fight against climate change","business"
"14766","A provocative way to finance the fight against climate change","climatechange"
"14767","A provocative way to finance the fight against climate change","economics"
"14768","A provocative way to finance the fight against climate change","environment"
"14769","A provocative way to finance the fight against climate change","finance"
"14770","A provocative way to finance the fight against climate change","future"
"14771","A provocative way to finance the fight against climate change","globalissues"
"14772","A provocative way to finance the fight against climate change","government"
"14773","A provocative way to finance the fight against climate change","money"
"14774","A provocative way to finance the fight against climate change","policy"
"14775","A provocative way to finance the fight against climate change","pollution"
"14776","A provocative way to finance the fight against climate change","sustainability"
"14777","How to read the genome and build a human being","DNA"
"14778","How to read the genome and build a human being","biology"
"14779","How to read the genome and build a human being","biotech"
"14780","How to read the genome and build a human being","choice"
"14781","How to read the genome and build a human being","complexity"
"14782","How to read the genome and build a human being","disease"
"14783","How to read the genome and build a human being","future"
"14784","How to read the genome and build a human being","genetics"
"14785","How to read the genome and build a human being","health"
"14786","How to read the genome and build a human being","humanity"
"14787","How to read the genome and build a human being","identity"
"14788","How to read the genome and build a human being","machinelearning"
"14789","How to read the genome and build a human being","medicalresearch"
"14790","How to read the genome and build a human being","medicine"
"14791","How to read the genome and build a human being","nature"
"14792","How to read the genome and build a human being","potential"
"14793","How to read the genome and build a human being","science"
"14794","How to read the genome and build a human being","technology"
"14795","How my son's short life made a lasting difference","TEDMED"
"14796","How my son's short life made a lasting difference","children"
"14797","How my son's short life made a lasting difference","choice"
"14798","How my son's short life made a lasting difference","death"
"14799","How my son's short life made a lasting difference","decision-making"
"14800","How my son's short life made a lasting difference","family"
"14801","How my son's short life made a lasting difference","life"
"14802","How my son's short life made a lasting difference","medicalresearch"
"14803","How my son's short life made a lasting difference","medicine"
"14804","How my son's short life made a lasting difference","parenting"
"14805","How my son's short life made a lasting difference","science"
"14806","Pirates, nurses and other rebel designers","communication"
"14807","Pirates, nurses and other rebel designers","design"
"14808","Pirates, nurses and other rebel designers","future"
"14809","Pirates, nurses and other rebel designers","history"
"14810","Pirates, nurses and other rebel designers","innovation"
"14811","Pirates, nurses and other rebel designers","journalism"
"14812","Pirates, nurses and other rebel designers","productdesign"
"14813","Pirates, nurses and other rebel designers","publichealth"
"14814","Pirates, nurses and other rebel designers","sanitation"
"14815","The dream we haven't dared to dream","activism"
"14816","The dream we haven't dared to dream","bigproblems"
"14817","The dream we haven't dared to dream","collaboration"
"14818","The dream we haven't dared to dream","communication"
"14819","The dream we haven't dared to dream","community"
"14820","The dream we haven't dared to dream","empathy"
"14821","The dream we haven't dared to dream","identity"
"14822","The dream we haven't dared to dream","personalgrowth"
"14823","The dream we haven't dared to dream","potential"
"14824","The dream we haven't dared to dream","self"
"14825","The dream we haven't dared to dream","socialchange"
"14826","The dream we haven't dared to dream","society"
"14827","The dream we haven't dared to dream","technology"
"14828","A sci-fi vision of love from a 318-year-old hologram","adventure"
"14829","A sci-fi vision of love from a 318-year-old hologram","aging"
"14830","A sci-fi vision of love from a 318-year-old hologram","beauty"
"14831","A sci-fi vision of love from a 318-year-old hologram","communication"
"14832","A sci-fi vision of love from a 318-year-old hologram","death"
"14833","A sci-fi vision of love from a 318-year-old hologram","entertainment"
"14834","A sci-fi vision of love from a 318-year-old hologram","exploration"
"14835","A sci-fi vision of love from a 318-year-old hologram","future"
"14836","A sci-fi vision of love from a 318-year-old hologram","humanity"
"14837","A sci-fi vision of love from a 318-year-old hologram","identity"
"14838","A sci-fi vision of love from a 318-year-old hologram","literature"
"14839","A sci-fi vision of love from a 318-year-old hologram","performance"
"14840","A sci-fi vision of love from a 318-year-old hologram","relationships"
"14841","A sci-fi vision of love from a 318-year-old hologram","space"
"14842","A sci-fi vision of love from a 318-year-old hologram","storytelling"
"14843","A sci-fi vision of love from a 318-year-old hologram","universe"
"14844","A sci-fi vision of love from a 318-year-old hologram","visualizations"
"14845","This virtual lab will revolutionize science class","TEDx"
"14846","This virtual lab will revolutionize science class","collaboration"
"14847","This virtual lab will revolutionize science class","demo"
"14848","This virtual lab will revolutionize science class","education"
"14849","This virtual lab will revolutionize science class","entrepreneur"
"14850","This virtual lab will revolutionize science class","future"
"14851","This virtual lab will revolutionize science class","innovation"
"14852","This virtual lab will revolutionize science class","interfacedesign"
"14853","This virtual lab will revolutionize science class","invention"
"14854","This virtual lab will revolutionize science class","potential"
"14855","This virtual lab will revolutionize science class","productdesign"
"14856","This virtual lab will revolutionize science class","science"
"14857","This virtual lab will revolutionize science class","technology"
"14858","This virtual lab will revolutionize science class","virtualreality"
"14859","This virtual lab will revolutionize science class","visualizations"
"14860","Gene editing can now change an entire species -- forever","Bioethics"
"14861","Gene editing can now change an entire species -- forever","CRISPR"
"14862","Gene editing can now change an entire species -- forever","DNA"
"14863","Gene editing can now change an entire species -- forever","Debate"
"14864","Gene editing can now change an entire species -- forever","biotech"
"14865","Gene editing can now change an entire species -- forever","choice"
"14866","Gene editing can now change an entire species -- forever","disease"
"14867","Gene editing can now change an entire species -- forever","engineering"
"14868","Gene editing can now change an entire species -- forever","future"
"14869","Gene editing can now change an entire species -- forever","genetics"
"14870","Gene editing can now change an entire species -- forever","health"
"14871","Gene editing can now change an entire species -- forever","humanity"
"14872","Gene editing can now change an entire species -- forever","innovation"
"14873","Gene editing can now change an entire species -- forever","journalism"
"14874","Gene editing can now change an entire species -- forever","life"
"14875","Gene editing can now change an entire species -- forever","morality"
"14876","Gene editing can now change an entire species -- forever","potential"
"14877","Gene editing can now change an entire species -- forever","publichealth"
"14878","Gene editing can now change an entire species -- forever","science"
"14879","Gene editing can now change an entire species -- forever","society"
"14880","Gene editing can now change an entire species -- forever","technology"
"14881","This is your brain on communication","brain"
"14882","This is your brain on communication","cognitivescience"
"14883","This is your brain on communication","collaboration"
"14884","This is your brain on communication","communication"
"14885","This is your brain on communication","language"
"14886","This is your brain on communication","mind"
"14887","This is your brain on communication","neuroscience"
"14888","This is your brain on communication","science"
"14889","This is your brain on communication","speech"
"14890","An artist's unflinching look at racial violence","Africa"
"14891","An artist's unflinching look at racial violence","Buddhism"
"14892","An artist's unflinching look at racial violence","Slavery"
"14893","An artist's unflinching look at racial violence","TEDFellows"
"14894","An artist's unflinching look at racial violence","activism"
"14895","An artist's unflinching look at racial violence","art"
"14896","An artist's unflinching look at racial violence","beauty"
"14897","An artist's unflinching look at racial violence","creativity"
"14898","An artist's unflinching look at racial violence","culture"
"14899","An artist's unflinching look at racial violence","globalissues"
"14900","An artist's unflinching look at racial violence","identity"
"14901","An artist's unflinching look at racial violence","inequality"
"14902","An artist's unflinching look at racial violence","motivation"
"14903","An artist's unflinching look at racial violence","race"
"14904","An artist's unflinching look at racial violence","socialchange"
"14905","An artist's unflinching look at racial violence","society"
"14906","An artist's unflinching look at racial violence","visualizations"
"14907","This tiny particle could roam your body to find tumors","bigproblems"
"14908","This tiny particle could roam your body to find tumors","biotech"
"14909","This tiny particle could roam your body to find tumors","cancer"
"14910","This tiny particle could roam your body to find tumors","disease"
"14911","This tiny particle could roam your body to find tumors","future"
"14912","This tiny particle could roam your body to find tumors","health"
"14913","This tiny particle could roam your body to find tumors","healthcare"
"14914","This tiny particle could roam your body to find tumors","illness"
"14915","This tiny particle could roam your body to find tumors","innovation"
"14916","This tiny particle could roam your body to find tumors","life"
"14917","This tiny particle could roam your body to find tumors","medicalresearch"
"14918","This tiny particle could roam your body to find tumors","medicine"
"14919","This tiny particle could roam your body to find tumors","potential"
"14920","This tiny particle could roam your body to find tumors","science"
"14921","This tiny particle could roam your body to find tumors","technology"
"14922","Can you really tell if a kid is lying?","bodylanguage"
"14923","Can you really tell if a kid is lying?","children"
"14924","Can you really tell if a kid is lying?","communication"
"14925","Can you really tell if a kid is lying?","decision-making"
"14926","Can you really tell if a kid is lying?","intelligence"
"14927","Can you really tell if a kid is lying?","motivation"
"14928","Can you really tell if a kid is lying?","parenting"
"14929","Can you really tell if a kid is lying?","psychology"
"14930","Can you really tell if a kid is lying?","teaching"
"14931","Good news in the fight against pancreatic cancer","TEDFellows"
"14932","Good news in the fight against pancreatic cancer","bigproblems"
"14933","Good news in the fight against pancreatic cancer","cancer"
"14934","Good news in the fight against pancreatic cancer","design"
"14935","Good news in the fight against pancreatic cancer","disease"
"14936","Good news in the fight against pancreatic cancer","entrepreneur"
"14937","Good news in the fight against pancreatic cancer","future"
"14938","Good news in the fight against pancreatic cancer","health"
"14939","Good news in the fight against pancreatic cancer","healthcare"
"14940","Good news in the fight against pancreatic cancer","illness"
"14941","Good news in the fight against pancreatic cancer","innovation"
"14942","Good news in the fight against pancreatic cancer","invention"
"14943","Good news in the fight against pancreatic cancer","medicalresearch"
"14944","Good news in the fight against pancreatic cancer","medicine"
"14945","Good news in the fight against pancreatic cancer","potential"
"14946","Good news in the fight against pancreatic cancer","productdesign"
"14947","Good news in the fight against pancreatic cancer","science"
"14948","Our lonely society makes it hard to come home from war","PTSD"
"14949","Our lonely society makes it hard to come home from war","culture"
"14950","Our lonely society makes it hard to come home from war","death"
"14951","Our lonely society makes it hard to come home from war","depression"
"14952","Our lonely society makes it hard to come home from war","film"
"14953","Our lonely society makes it hard to come home from war","humanity"
"14954","Our lonely society makes it hard to come home from war","journalism"
"14955","Our lonely society makes it hard to come home from war","life"
"14956","Our lonely society makes it hard to come home from war","mentalhealth"
"14957","Our lonely society makes it hard to come home from war","military"
"14958","Our lonely society makes it hard to come home from war","pain"
"14959","Our lonely society makes it hard to come home from war","socialchange"
"14960","Our lonely society makes it hard to come home from war","violence"
"14961","Our lonely society makes it hard to come home from war","war"
"14962","The laws that sex workers really want","TEDx"
"14963","The laws that sex workers really want","activism"
"14964","The laws that sex workers really want","community"
"14965","The laws that sex workers really want","empathy"
"14966","The laws that sex workers really want","feminism"
"14967","The laws that sex workers really want","globalissues"
"14968","The laws that sex workers really want","government"
"14969","The laws that sex workers really want","identity"
"14970","The laws that sex workers really want","inequality"
"14971","The laws that sex workers really want","law"
"14972","The laws that sex workers really want","policy"
"14973","The laws that sex workers really want","sex"
"14974","The laws that sex workers really want","sexualviolence"
"14975","The laws that sex workers really want","socialchange"
"14976","The laws that sex workers really want","society"
"14977","The laws that sex workers really want","trafficking"
"14978","The laws that sex workers really want","women"
"14979","How free is our freedom of the press?","Internet"
"14980","How free is our freedom of the press?","Surveillance"
"14981","How free is our freedom of the press?","TEDFellows"
"14982","How free is our freedom of the press?","corruption"
"14983","How free is our freedom of the press?","crime"
"14984","How free is our freedom of the press?","government"
"14985","The beauty of being a misfit","TEDBooks"
"14986","The beauty of being a misfit","beauty"
"14987","The beauty of being a misfit","books"
"14988","The beauty of being a misfit","creativity"
"14989","The beauty of being a misfit","failure"
"14990","The beauty of being a misfit","humanity"
"14991","The beauty of being a misfit","identity"
"14992","The beauty of being a misfit","personalgrowth"
"14993","The beauty of being a misfit","self"
"14994","The beauty of being a misfit","writing"
"14995","Your words may predict your future mental health","brain"
"14996","Your words may predict your future mental health","cognitivescience"
"14997","Your words may predict your future mental health","communication"
"14998","Your words may predict your future mental health","future"
"14999","Your words may predict your future mental health","health"
"15000","Your words may predict your future mental health","identity"
"15001","Your words may predict your future mental health","language"
"15002","Your words may predict your future mental health","mentalhealth"
"15003","Your words may predict your future mental health","mind"
"15004","Your words may predict your future mental health","neuroscience"
"15005","Your words may predict your future mental health","science"
"15006","Your words may predict your future mental health","self"
"15007","Your words may predict your future mental health","speech"
"15008","Your words may predict your future mental health","writing"
"15009","Drawings that show the beauty and fragility of Earth","adventure"
"15010","Drawings that show the beauty and fragility of Earth","art"
"15011","Drawings that show the beauty and fragility of Earth","beauty"
"15012","Drawings that show the beauty and fragility of Earth","bigproblems"
"15013","Drawings that show the beauty and fragility of Earth","climatechange"
"15014","Drawings that show the beauty and fragility of Earth","exploration"
"15015","Drawings that show the beauty and fragility of Earth","glacier"
"15016","Drawings that show the beauty and fragility of Earth","meditation"
"15017","Drawings that show the beauty and fragility of Earth","nature"
"15018","Drawings that show the beauty and fragility of Earth","oceans"
"15019","Drawings that show the beauty and fragility of Earth","sustainability"
"15020","Drawings that show the beauty and fragility of Earth","visualizations"
"15021","Drawings that show the beauty and fragility of Earth","water"
"15022","How barbershops can keep men healthy","activism"
"15023","How barbershops can keep men healthy","community"
"15024","How barbershops can keep men healthy","health"
"15025","How barbershops can keep men healthy","healthcare"
"15026","How barbershops can keep men healthy","hearthealth"
"15027","How barbershops can keep men healthy","medicalresearch"
"15028","How barbershops can keep men healthy","medicine"
"15029","How barbershops can keep men healthy","men"
"15030","How barbershops can keep men healthy","potential"
"15031","How barbershops can keep men healthy","publichealth"
"15032","How barbershops can keep men healthy","race"
"15033","How barbershops can keep men healthy","trust"
"15034","My journey from Marine to actor","collaboration"
"15035","My journey from Marine to actor","communication"
"15036","My journey from Marine to actor","entertainment"
"15037","My journey from Marine to actor","film"
"15038","My journey from Marine to actor","language"
"15039","My journey from Marine to actor","military"
"15040","My journey from Marine to actor","performance"
"15041","My journey from Marine to actor","performanceart"
"15042","My journey from Marine to actor","theater"
"15043","My journey from Marine to actor","war"
"15044","A smarter, more precise way to think about public health","Africa"
"15045","A smarter, more precise way to think about public health","HIV"
"15046","A smarter, more precise way to think about public health","bigproblems"
"15047","A smarter, more precise way to think about public health","communication"
"15048","A smarter, more precise way to think about public health","disease"
"15049","A smarter, more precise way to think about public health","future"
"15050","A smarter, more precise way to think about public health","globalissues"
"15051","A smarter, more precise way to think about public health","health"
"15052","A smarter, more precise way to think about public health","healthcare"
"15053","A smarter, more precise way to think about public health","illness"
"15054","A smarter, more precise way to think about public health","inequality"
"15055","A smarter, more precise way to think about public health","innovation"
"15056","A smarter, more precise way to think about public health","medicalresearch"
"15057","A smarter, more precise way to think about public health","medicine"
"15058","A smarter, more precise way to think about public health","parenting"
"15059","A smarter, more precise way to think about public health","publichealth"
"15060","The real harm of the global arms trade","Africa"
"15061","The real harm of the global arms trade","Guns"
"15062","The real harm of the global arms trade","activism"
"15063","The real harm of the global arms trade","bigproblems"
"15064","The real harm of the global arms trade","business"
"15065","The real harm of the global arms trade","children"
"15066","The real harm of the global arms trade","community"
"15067","The real harm of the global arms trade","death"
"15068","The real harm of the global arms trade","economics"
"15069","The real harm of the global arms trade","globalissues"
"15070","The real harm of the global arms trade","humanity"
"15071","The real harm of the global arms trade","inequality"
"15072","The real harm of the global arms trade","security"
"15073","The real harm of the global arms trade","society"
"15074","The real harm of the global arms trade","violence"
"15075","The real harm of the global arms trade","war"
"15076","An entertainment icon on living a life of meaning","activism"
"15077","An entertainment icon on living a life of meaning","communication"
"15078","An entertainment icon on living a life of meaning","creativity"
"15079","An entertainment icon on living a life of meaning","entertainment"
"15080","An entertainment icon on living a life of meaning","family"
"15081","An entertainment icon on living a life of meaning","film"
"15082","An entertainment icon on living a life of meaning","identity"
"15083","An entertainment icon on living a life of meaning","interview"
"15084","An entertainment icon on living a life of meaning","life"
"15085","An entertainment icon on living a life of meaning","motivation"
"15086","An entertainment icon on living a life of meaning","personalgrowth"
"15087","An entertainment icon on living a life of meaning","socialchange"
"15088","An entertainment icon on living a life of meaning","television"
"15089","The passing of time, caught in a single photo","Africa"
"15090","The passing of time, caught in a single photo","beauty"
"15091","The passing of time, caught in a single photo","creativity"
"15092","The passing of time, caught in a single photo","environment"
"15093","The passing of time, caught in a single photo","photography"
"15094","The passing of time, caught in a single photo","technology"
"15095","The passing of time, caught in a single photo","time"
"15096","The passing of time, caught in a single photo","visualizations"
"15097","The passing of time, caught in a single photo","water"
"15098","What's so sexy about math?","collaboration"
"15099","What's so sexy about math?","education"
"15100","What's so sexy about math?","history"
"15101","What's so sexy about math?","innovation"
"15102","What's so sexy about math?","intelligence"
"15103","What's so sexy about math?","math"
"15104","What's so sexy about math?","nature"
"15105","What's so sexy about math?","statistics"
"15106","What's so sexy about math?","visualizations"
"15107","Every piece of art you've ever wanted to see -- up close and searchable","Google"
"15108","Every piece of art you've ever wanted to see -- up close and searchable","Internet"
"15109","Every piece of art you've ever wanted to see -- up close and searchable","art"
"15110","Every piece of art you've ever wanted to see -- up close and searchable","beauty"
"15111","Every piece of art you've ever wanted to see -- up close and searchable","bigbang"
"15112","Every piece of art you've ever wanted to see -- up close and searchable","collaboration"
"15113","Every piece of art you've ever wanted to see -- up close and searchable","computers"
"15114","Every piece of art you've ever wanted to see -- up close and searchable","culture"
"15115","Every piece of art you've ever wanted to see -- up close and searchable","data"
"15116","Every piece of art you've ever wanted to see -- up close and searchable","exploration"
"15117","Every piece of art you've ever wanted to see -- up close and searchable","future"
"15118","Every piece of art you've ever wanted to see -- up close and searchable","history"
"15119","Every piece of art you've ever wanted to see -- up close and searchable","innovation"
"15120","Every piece of art you've ever wanted to see -- up close and searchable","library"
"15121","Every piece of art you've ever wanted to see -- up close and searchable","machinelearning"
"15122","Every piece of art you've ever wanted to see -- up close and searchable","museums"
"15123","Every piece of art you've ever wanted to see -- up close and searchable","painting"
"15124","Every piece of art you've ever wanted to see -- up close and searchable","society"
"15125","Every piece of art you've ever wanted to see -- up close and searchable","software"
"15126","Every piece of art you've ever wanted to see -- up close and searchable","technology"
"15127","Every piece of art you've ever wanted to see -- up close and searchable","visualizations"
"15128","Every piece of art you've ever wanted to see -- up close and searchable","worldcultures"
"15129","The Chinese zodiac, explained","china"
"15130","The Chinese zodiac, explained","economics"
"15131","The Chinese zodiac, explained","education"
"15132","The Chinese zodiac, explained","entrepreneur"
"15133","The Chinese zodiac, explained","family"
"15134","The Chinese zodiac, explained","identity"
"15135","The Chinese zodiac, explained","worldcultures"
"15136","How college loans exploit students for profit","TEDx"
"15137","How college loans exploit students for profit","bigproblems"
"15138","How college loans exploit students for profit","choice"
"15139","How college loans exploit students for profit","culture"
"15140","How college loans exploit students for profit","economics"
"15141","How college loans exploit students for profit","education"
"15142","How college loans exploit students for profit","investment"
"15143","How college loans exploit students for profit","society"
"15144","How college loans exploit students for profit","work"
"15145","A highly scientific taxonomy of haters","TEDFellows"
"15146","A highly scientific taxonomy of haters","activism"
"15147","A highly scientific taxonomy of haters","comedy"
"15148","A highly scientific taxonomy of haters","community"
"15149","A highly scientific taxonomy of haters","entertainment"
"15150","A highly scientific taxonomy of haters","humor"
"15151","A highly scientific taxonomy of haters","identity"
"15152","A highly scientific taxonomy of haters","religion"
"15153","A highly scientific taxonomy of haters","socialchange"
"15154","A highly scientific taxonomy of haters","society"
"15155","A highly scientific taxonomy of haters","terrorism"
"15156","3 reasons why we can win the fight against poverty","Africa"
"15157","3 reasons why we can win the fight against poverty","activism"
"15158","3 reasons why we can win the fight against poverty","agriculture"
"15159","3 reasons why we can win the fight against poverty","community"
"15160","3 reasons why we can win the fight against poverty","farming"
"15161","3 reasons why we can win the fight against poverty","food"
"15162","3 reasons why we can win the fight against poverty","future"
"15163","3 reasons why we can win the fight against poverty","globaldevelopment"
"15164","3 reasons why we can win the fight against poverty","globalissues"
"15165","3 reasons why we can win the fight against poverty","innovation"
"15166","3 reasons why we can win the fight against poverty","poverty"
"15167","3 reasons why we can win the fight against poverty","society"
"15168","The secret to effective nonviolent resistance","bigproblems"
"15169","The secret to effective nonviolent resistance","collaboration"
"15170","The secret to effective nonviolent resistance","communication"
"15171","The secret to effective nonviolent resistance","community"
"15172","The secret to effective nonviolent resistance","globalissues"
"15173","The secret to effective nonviolent resistance","humanity"
"15174","The secret to effective nonviolent resistance","military"
"15175","The secret to effective nonviolent resistance","nonviolence"
"15176","The secret to effective nonviolent resistance","protests"
"15177","The secret to effective nonviolent resistance","security"
"15178","The secret to effective nonviolent resistance","society"
"15179","The secret to effective nonviolent resistance","terrorism"
"15180","The secret to effective nonviolent resistance","violence"
"15181","The secret to effective nonviolent resistance","war"
"15182","This scientist makes ears out of apples","TEDFellows"
"15183","This scientist makes ears out of apples","biotech"
"15184","This scientist makes ears out of apples","collaboration"
"15185","This scientist makes ears out of apples","creativity"
"15186","This scientist makes ears out of apples","design"
"15187","This scientist makes ears out of apples","exploration"
"15188","This scientist makes ears out of apples","future"
"15189","This scientist makes ears out of apples","hack"
"15190","This scientist makes ears out of apples","innovation"
"15191","This scientist makes ears out of apples","invention"
"15192","This scientist makes ears out of apples","materials"
"15193","This scientist makes ears out of apples","play"
"15194","This scientist makes ears out of apples","potential"
"15195","This scientist makes ears out of apples","science"
"15196","This scientist makes ears out of apples","technology"
"15197","The birth of virtual reality as an art form","art"
"15198","The birth of virtual reality as an art form","beauty"
"15199","The birth of virtual reality as an art form","collaboration"
"15200","The birth of virtual reality as an art form","communication"
"15201","The birth of virtual reality as an art form","composing"
"15202","The birth of virtual reality as an art form","entertainment"
"15203","The birth of virtual reality as an art form","film"
"15204","The birth of virtual reality as an art form","future"
"15205","The birth of virtual reality as an art form","innovation"
"15206","The birth of virtual reality as an art form","media"
"15207","The birth of virtual reality as an art form","technology"
"15208","The birth of virtual reality as an art form","virtualreality"
"15209","The birth of virtual reality as an art form","visualizations"
"15210","How better tech could protect us from distraction","Internet"
"15211","How better tech could protect us from distraction","choice"
"15212","How better tech could protect us from distraction","communication"
"15213","How better tech could protect us from distraction","design"
"15214","How better tech could protect us from distraction","future"
"15215","How better tech could protect us from distraction","innovation"
"15216","How better tech could protect us from distraction","interfacedesign"
"15217","How better tech could protect us from distraction","motivation"
"15218","How better tech could protect us from distraction","potential"
"15219","How better tech could protect us from distraction","productdesign"
"15220","How better tech could protect us from distraction","socialmedia"
"15221","How better tech could protect us from distraction","technology"
"15222","How better tech could protect us from distraction","web"
"15223","I survived a terrorist attack. Here's what I learned","TEDx"
"15224","I survived a terrorist attack. Here's what I learned","activism"
"15225","I survived a terrorist attack. Here's what I learned","community"
"15226","I survived a terrorist attack. Here's what I learned","compassion"
"15227","I survived a terrorist attack. Here's what I learned","death"
"15228","I survived a terrorist attack. Here's what I learned","globalissues"
"15229","I survived a terrorist attack. Here's what I learned","humanity"
"15230","I survived a terrorist attack. Here's what I learned","identity"
"15231","I survived a terrorist attack. Here's what I learned","life"
"15232","I survived a terrorist attack. Here's what I learned","socialchange"
"15233","I survived a terrorist attack. Here's what I learned","society"
"15234","I survived a terrorist attack. Here's what I learned","terrorism"
"15235","I survived a terrorist attack. Here's what I learned","violence"
"15236","Why genetic research must be more diverse","TEDFellows"
"15237","Why genetic research must be more diverse","activism"
"15238","Why genetic research must be more diverse","bigproblems"
"15239","Why genetic research must be more diverse","community"
"15240","Why genetic research must be more diverse","genetics"
"15241","Why genetic research must be more diverse","health"
"15242","Why genetic research must be more diverse","healthcare"
"15243","Why genetic research must be more diverse","inequality"
"15244","Why genetic research must be more diverse","medicalresearch"
"15245","Why genetic research must be more diverse","medicine"
"15246","Why genetic research must be more diverse","science"
"15247","Why genetic research must be more diverse","society"
"15248","How to fix a broken education system ... without any more money","children"
"15249","How to fix a broken education system ... without any more money","communication"
"15250","How to fix a broken education system ... without any more money","community"
"15251","How to fix a broken education system ... without any more money","education"
"15252","How to fix a broken education system ... without any more money","globaldevelopment"
"15253","How to fix a broken education system ... without any more money","globalissues"
"15254","How to fix a broken education system ... without any more money","india"
"15255","How to fix a broken education system ... without any more money","policy"
"15256","How to fix a broken education system ... without any more money","potential"
"15257","Who are you, really? The puzzle of personality","TEDBooks"
"15258","Who are you, really? The puzzle of personality","communication"
"15259","Who are you, really? The puzzle of personality","humanity"
"15260","Who are you, really? The puzzle of personality","humor"
"15261","Who are you, really? The puzzle of personality","identity"
"15262","Who are you, really? The puzzle of personality","introvert"
"15263","Who are you, really? The puzzle of personality","personality"
"15264","Who are you, really? The puzzle of personality","psychology"
"15265","Who are you, really? The puzzle of personality","self"
"15266","What can we learn from shortcuts?","architecture"
"15267","What can we learn from shortcuts?","cities"
"15268","What can we learn from shortcuts?","community"
"15269","What can we learn from shortcuts?","design"
"15270","What can we learn from shortcuts?","environment"
"15271","What can we learn from shortcuts?","potential"
"15272","What can we learn from shortcuts?","productdesign"
"15273","What can we learn from shortcuts?","publicspaces"
"15274","What can we learn from shortcuts?","society"
"15275","What can we learn from shortcuts?","urbanplanning"
"15276","How a blind astronomer found a way to hear the stars","Blindness"
"15277","How a blind astronomer found a way to hear the stars","astronomy"
"15278","How a blind astronomer found a way to hear the stars","collaboration"
"15279","How a blind astronomer found a way to hear the stars","data"
"15280","How a blind astronomer found a way to hear the stars","disability"
"15281","How a blind astronomer found a way to hear the stars","energy"
"15282","How a blind astronomer found a way to hear the stars","exploration"
"15283","How a blind astronomer found a way to hear the stars","hearing"
"15284","How a blind astronomer found a way to hear the stars","innovation"
"15285","How a blind astronomer found a way to hear the stars","nature"
"15286","How a blind astronomer found a way to hear the stars","physics"
"15287","How a blind astronomer found a way to hear the stars","science"
"15288","How a blind astronomer found a way to hear the stars","technology"
"15289","How computers are learning to be creative","AI"
"15290","How computers are learning to be creative","algorithm"
"15291","How computers are learning to be creative","art"
"15292","How computers are learning to be creative","beauty"
"15293","How computers are learning to be creative","brain"
"15294","How computers are learning to be creative","collaboration"
"15295","How computers are learning to be creative","demo"
"15296","How computers are learning to be creative","future"
"15297","How computers are learning to be creative","innovation"
"15298","How computers are learning to be creative","intelligence"
"15299","How computers are learning to be creative","machinelearning"
"15300","How computers are learning to be creative","science"
"15301","How computers are learning to be creative","scienceandart"
"15302","How computers are learning to be creative","visualizations"
"15303","Why you think you're right -- even if you're wrong","TEDx"
"15304","Why you think you're right -- even if you're wrong","choice"
"15305","Why you think you're right -- even if you're wrong","collaboration"
"15306","Why you think you're right -- even if you're wrong","communication"
"15307","Why you think you're right -- even if you're wrong","decision-making"
"15308","Why you think you're right -- even if you're wrong","identity"
"15309","Why you think you're right -- even if you're wrong","leadership"
"15310","Why you think you're right -- even if you're wrong","motivation"
"15311","Why you think you're right -- even if you're wrong","personalgrowth"
"15312","Why you think you're right -- even if you're wrong","society"
"15313","Clues to prehistoric times, found in blind cavefish","Blindness"
"15314","Clues to prehistoric times, found in blind cavefish","DNA"
"15315","Clues to prehistoric times, found in blind cavefish","TEDFellows"
"15316","Clues to prehistoric times, found in blind cavefish","ancientworld"
"15317","Clues to prehistoric times, found in blind cavefish","animals"
